gezellig,"pleasant,sociable,cosily",,
giechelen,"rir, dar risadinhas/to giggle",,
gijzelaar,refém,*,
godverdomme,droga,,
godsgeschenk,dádiva de Deus,,
goedkeuren,aprovar,,
goesting ,desire ,,
gok,"adivinhar, jogo de azar",,
graat,osso,,
graatmager,skinny,,
grens,"fronteira,limite",,
groof,"grosseiro/coarse,rude,rough",,
grondlegger (oprichter),"fundador, patriarca",*,
grondstof,matéria-prima,,
gruwel,horror,,
gul,generoso,,
gunst,"favor,graça,courtesy,privilégio",,
haalbaar,feasible/viável ,,
haast,pressa/hurry,,
hachelijk ,"crítico,perigoso,precário",,
hagel,"to hail, to shot",,
hakkelen,gaguejar,,
handel (de),trade/comércio,,
handelen,"to act, to trade, to deal",,
hanteren,"to use,​handle,wield,manage,manipulate,ply,sway",*,
kasseien,paralelepípedo,,
heerlijk,delicioso,,
heffen,"to lift, to raise",,
heikel,tricky,,
heilig,sagrado,,
heimwee,homesickness/saudades de casa,,
heisa,comoção/hoopla,,
helder,"bright,clear,crystalline",*,
hereniging,reunião/rally,,
herfig,"ferozmente/fiercely,violent",,
herrie,fuss/noise,,
herstellen,"re-estabelecer, renovar, restaurar, reparar",**,
hervatten,to resume,,
hevige ,"Intenso, severo",,
kauwen,mastigar/chew,,
kelderen,to sink,,
kerkhof (het),cemitério,,
kersverse,brand new (gloednieuw),,
kibbelend,briguento,,
hinderlaag,"armadilha,emboscada",,
klevers,stickers,,
klucht (de),farsa,,
kneden,moldar,,
kneuterig,pitoresco/quaint,,
knelpunt,gargalo,,
kloof,gap,,
koeioneren,valentão/bully,,
kont,"ass,buttocks/bunda,cu",,
kop,cabeça,,
horen,pertencer,,
kostbaar,"precioso/precious,costly (schitterend)",,
kraam (de),barraquinha/booth,,
krijger,guerreiro,,
huidig,current,,
kwaal,"doença, problema, reclamação ",,
kwalijke,"resentful (kwalijk nemen),ill,bad",**,
kwetsen,"machucar,ferir",,
kwetsbare,vulnerável,,
kwijt,perdido/lost,,
kwinkslag,joke/jeito brincalhão,,
ijzer,ferro,,
ijzersterke,blindado,,
in beroep gaan,apelar (judicialmente),,
inbeslagname,apreensão,,
inbraak,"break-in,burglary/roubo",*,
indienen,"submeter/submit,present,file",,
indrukwekkend,impressive ,,
inhalen ,"catch up,catch, overtake,pass",,
ingericht,equipado,,
ingewikkeld,"complicado,complexo,intricado",*,
ingrijpen,intervir,,
ingrijpend,"drástico, radical",,
inhalen,"to overtake, catch up, pass",,
inmenging,interference ,*,
inschakelen,to enable/habilitar,*,
inschatten,estimar,,
inschatten (de),estimativa,,
instorten,colapsar ,,
integendeel,on the contrary,,
invloed,influência,,
invoeren,"enter,import,set",,
inzetten,"insert,put in",,
lastig,"annoying, difficult",*,
letterlijk,literalmente,,
leugenaar,mentiroso,,
lief,"kind,sweet,lovable,nice",,wees lief met elkar
liefde,love,,
liegen,mentir,,
lijden,"sofrer (v), dor (s)",,
lijf,corpo/body,,
lijken,"seem,appear,look",,
lokken,"to lure, attract/atrair",,
loopgraaf,trincheira,,
losgeld (het),resgate,,
lot,"destiny,fate",,
loven (lof),"praise,bless,commend",,
luie,"lazy, vadio",,
lullig,lousy,,
macht,"power/força,poder",,
machteloos,impotente/helpless,,
machthebbers,rules,,
mals,"tender,soft",,
mateloos,além dos limites,,
medelijden,"pena,dó, compaixão",,
medeplichtig,cúmplice,,
meegrissen,to snatch along/arrebatar,,
meeleven,simpatizar,,
meemaken,experimentar/vivenciar,,
meerderheid,maioria / majority,,
meerwaarde,valor agregado,,
meeuw,gaivota,,
meevallen,ser melhor do que o experado,,
melden,"reportar,informar",,
merkwaardig,remarkable,,
meteen,imediatamente,,
minstens,at least (ten minste),,
misbruik,abuso,,
mislukking,fail/falhar,,
moedig,bravura,,
mogendheid,potência,,
mopperen,resmungar,,
morolijk,moral,,
motregen,garoa/drizzle,,
naarmee,para/to,,
nederig,humble,*,
nederlaag,defeat,*,
neer,"low,down",*,
neerstorten,crash/colidir,,
neerzetten ,"to put down, to sit, lay down ",,
nergens,nowhere/lugal algum,,
net,just,,
nieuwsgierig,curioso,,
nijdig,irritado,,
niksen,não fazer nada,,
nipt,"por pouco, just barely",*,
noemen,"to call, to mention, to name",,
nogal ,"rather,quite,some",,
noodkreet,cry for help,,
noodweer,tempestade,,
noodzaak,necessidade,*,
nuchter,sóbrio,,
nutte,útil,,
nutteloos,inútil,,
octrooien,patents,,
ogenschijnlijk,aparentemente,,
omgaan,"to deal with, circunvent, handle/lidar",*,
omgeving,"environment,surroundings",*,
omkeerbaar ,reversible ,,
ommekeer,"turnaround,reversal",,
omtoveren,transformar como por mágica,,
omvatten,"include,cover,grasp,comprehend ",,
omweg,detour,,
onvoorstelbaar ,inimaginável ,,
omzeild,"bypass, circumvent, get around ",,
omzet,receita $$,,
omzetting ,"conversão, transposição, comutação ",,
omzichtig,cautelosamente,,
onaanvaardbaar,inaceitável,*,
onafgebroken,"continuamente, sem pausa",,
onafhankelijk,independente,,
onafhankelijkheid,independência,,
onaanvaardbaar,unacceptable,,
onbillijk,"unfair, unjust",,
ondeugende ,travesso/naughty,,
oneerlijk,"unfair, dishonest, crooked",,
onervarenheid,inexperiência,,
ongeval,acidente,,
onderdeel,"elemento, parte, componente",***,
onderduiken,"to go into hiding,submerge/esconder-se",,
onderhandeling,negociação,,
onderscheiden,"distinção,discriminação",*,
onderneming,"entreprise,business,initiative",,
onderscheid,"distinguir, diferenciar (distinção)",*,
ondersteuning,"support, help, subsidy, allowance",,
onderwerp,"tema/subject,topic",,
onmiddellijk,imediatamente,,
onnozel,"silly,simple",,
ongeveer,about/+- /aproximadamente,*,
onopval­lend,distreto,,
onthouden ,"relembrar, abster-se",*,
onrecht,injustiça ,,
ontevreden,insatisfeito,,
ontgelden,to pay for,,
ontgoochelen,"decepsionar, desapontar",,
ontgoocheld,"decepção,disapontamento",,
onthouden,relembrar,,
ontkomen,"escapar,evadir-se",,
ontlopen,evitar/avoid,,
onterecht,"injustamente,unjustly",,
ontroostbaar,inconsolável,,
ontruimen,evacuar/limpar,,
ontspannen,relaxado,*,
ontstaan,"surgir /arise,grow ",,
ontvoeren,sequestrar,,
ontvangen,receber,****,
ontwerpen,to design,,
ontwikkelaars,developers,,
ontwikkeling,"desenvolvimento,evolução",,
ontzettend ,"incredibly,tremendous,enourmous",,
onvoldoende,fail,,
onvoorwaardelijke,incondicional,,
onweerstaanbaar,irresistível,**,
oordeel,julgamento,*,
oorsprong,"origem, fonte",,
oorspronkelijk,original,,
oorverdovend,ensurdecedor,,
opdagen,"show up,perform (aparecer em um compromisso/agendamento)",**,
opletten,pay attention,*,
oorzaak,"causa, razão, origem",**,
opdracht (de),"instruções, missão, trabalho",**,
opdraven,"show up,perform",,
opduiken,emergir,,
ophalen,to retrieve,,
ophef,fuss/noise,,
oplichting,scamm,*,
opmerken,"notar/ to remark, to note",*,
opmerkelijk,notável,,
opmeten,"avaliar, medir",,
opname,footage/vídeo,*,
opnemen,gravar/record,,
oppassen,"to watch out, mind, attend/ cuidado",,
opraken,run out/acabar,,
oprecht,"sinceramente, honestamente, sincero, honesto",**,
oprichten,"estabelecer,fundar",,
oprichting,estabelecimento,,
oproepen,call/chamado (em que se espera alguma coisa),,
oprotten (jij),fuck off,,
opschieten,"to hurry up,to move,to progress",*,
opsporen,"track down,detect,trace",,
opsporing,detection,,
optreden,"apresentação (teatro, musica, criança na escola), performance, aparição, (ação/act)",***,
optrekken,pull up/puxar pra cima,,
opvallend,remarkable,**,
opslaan,"store, save",* ,
opstellen,"formular,compor,criar/draft,set up, set",*,
opvaren,to ascend/subir,,
opvangen,"catch,intercept/pegar",,
opvoeder,"educador, pedagogo",,
opvoeden,to raise; to perform,,
opvoeding,educação,**,
opvolgen,"suceder, seguir",,
opzeggen,"cancelar, terminar, descontinuar",*,
opzet ,"intenção,premeditação,planejamento",,
opzetten,"set up, put on, stuff",,
opzettelijk,"deliberadamente,de propósito,intencionalmente",,
opzouten,get lost/sai fora/ga weg,,
orkaan,furacão,,
overblijf,remains,*,
overbodig,"redundante,supérfulo",,
overdragen (op),transferir (para),,
overleggen,"to consult,present,debate (raadplegen)",,
overlast,"encômodo/nuisance,importunity",*,
overnemen,to take over,*,
overschatten,superestimar,,
oversteeken,cross-over,,
overtuigen,"convencer,persuadir",*****,
overval,raid (aanval),,
overweg,cruzamento,,
overwegen,considerar/ to consider,,
overzicht,"overview,summary,review",,
pakkans ,chance of being caught,,
pakken,"pegar/take,grab",,
pech,"azar, má sorte",,
peilingen,"polls/pesquisas,enquete",,
pendelen,comutar,,
pijl,"seta,flexa",,
plastron,gravata,,
plegen,comprometer-se,,
plooien,fold/dobrar (aceitar),,
poging,attempt,,
Ploeg,Time,,
plots,de repente,,
prachtig,"magnífico, belo, bonito",,
prestatie,performance,,
prettig,nice,,
prikkelen,irritar,,
profiteren,"aproveitar, taking advantage",,
puin,"rubble,debris",,
puinhoop,"mess,ruin/bagunça",,
raad,council,,
raadpleeg,consulta,,
raadsel,riddle,,
ramp,desastre,*,
razend,"furioso, louco (MUITO)",,"razend populair, razend snell"
reeds (alvast),"já, already",*,
regelen,"to arrange, to regulate, to organize, to plane",,
rellen,riot,,
remmen,freiar,,
reus,"gigante,titan",,
richten op (gerichten),to target (targeted),,
rietje,canudinho,,
rij,queue/row,,
rilling,shiver,,
rommel,"porcaria/junk,mess,rubish",,
rommelig,messy/bagunçado,,
rompslomp,hassles/aborrecimentos,,
roof,robbery/roubo,,
schade,estrago,,
schadelijk,harmful,,
schaken,jogar xadrez,,
schale (opschale / afschale),scale (scale up/scale down),,
(zijn) schamen ,envergonhar-se,,
schande,"vergonha,desgraça",,
schattig,cute,,
schatting,estimativa/aproximação,*,
scheet (de),pum,,
schenken,doar,,
scheppen,"criar (creëren), fazer, procriar",**,
schieten,atirar,,
schitterend,maravilhoso/wonderful,,
schittering,brilho,,
schmink,make-up/maquiagen,,
schotels,pratos,,
schrik,"ter medo/fright,scare",**,
schommeling,"swing,flutuation,oscilation",,
schuiven,"to shove, to push",,
schuld,debt/dívida,*,
schuw,shy/envergonhado,,
sjoemelen,to cheat,,
slet,vagabunda,,
sleur,rotina,,
sleuren,"to drag, to draw",,
sluip,sneak/esgueirar-se,,
sluw,"astuto/sly,cunning,crafty,shrewd",,
smeren,"grease,lubricate,anoint",,
smerig,"imundo,sujo",,
snakken,"desejar/to crave, yearns",,
sneuvelen,to be killed (in action),*,
sowiso,anyway,,
spannend,excitante,,
speur,investigar,,
standpunt,"ponto de vista,opinião",,
steun,"suporte, apoio",,
stevig,firme,*,
stijgen (steeg),crescer/to rise,**,
stom,stupid,,
storen,to disturb / perturbar,**,
stoornis,distúrbio,,
stort,dump/lixão,,
storten,"cair,depositar",,
stortplaats,dump/lixão,,
straf,"punição,penalidade",,
streek,"região,localidade",*,
streng,"strict,severe",*,
streven,esforçar-se,,
stront,shit,,
stuw,dam/barragem,,
tamelijk,"quite,relatively,pretty",,
tegelijk / tegelijkertijd,at the same time/ao mesmo tempo,**,
tegendeel,pelo contrário,*,
tegenhouden,prevenir,*,
te beu,too fed up,,
tegelijk,at the same time/ao mesmo tempo,,
tegenstander,"oponente,adversário",,
tegenstelling,"contradiction,contrast, opposition",,
tegenwoordig,atualmente/nowadays,,
tegenwoordig,"nowadays, hoje em dia",*,
telen,cultiva/grow,,
teleurgesteld,disapointment,,
telkens,again and again/every time,,
ten minste,at least/pelo menos,*,
tentoonstelling,exibição (de arte),,
ter zake,ao ponto,,
terecht,"merecido,justificadamente",*,
terechtkomen,"end up, fall/acabar",,
terechtstelling,execução,,
tevreden,"satisfeito,contente com",,
tijdschriften,revistas/magazines,,
tja,bem,,
toebedelen,"allocate, assign",,
toegankelijk,acessível,**,
toevoer,"fornecer,suprir,abastecer/supply",*,
toegeven ,"admitir, conceder, confessar, reconhecer/ to give in",*****,
toelichting,explanation,,
toenmalige,at that time,,
toenadering,aproximacao,,
toenemen,aumentar/increase/verhogen,**,
toepassen,to apply,*,
toepassing,"aplicação,uso,aplicação",,
toepasselijk ,"aplicável,apropriado,relevante/applicable,suitable",,
toespraak ,discurso ,,
toestand,"status,condition, situation",* ,
toestemming,"permissão,consentimento",****,
toetreding,adesão,,
toetsen,"test,essay",,
toevoegen,"adicionar/add,append",*,
toeval,"chance,coincidence",**,
toevoeging (de),"adição, acrécimo, aumento",* ,
toewijzen (pp. toegewezen),assign (pp. assigned),,
toezicht,"supervisão,vigilancia,controle",,
tof,"cool,great",,
tonen,show,,
top,summit,,
traag,lento,*,
traan,lágrima,,
treffen,"encontrar/meet,hit,take,find",**,
trut,bitch/cadela,,
tuig,scum/escumalha,,
tussenbeide,in between ,,
tussenkomen,intervir,,
twijfelaar,"skeptic,doubter/incrédulo,cético",,
uitbaters,operador,,
uitblijven,to stay away; to fail to materialize,,
uitdagen,"to challange, defy/ desafiar",,
uitdelen ,distribuir,,
uitdoven,extinguir,,
uitdraaien,to turn out,,
uiten,expressar,,
uiteindelijk,"eventualmente,finalmente",,
uiteraard,"com certeza, naturalmente",,
uitgeput ,exausta ,,
uitgeschakeld,desativado/disabled,,
uitgeven,"give out, issue, publish",,
uitkering,benefício,*,
uitkijken,watch out/atenção,,
uitmaken,"to finish, to decide",*,
uitschakeling,"eliminação (de algum concurso, copa, etc)",*,
uitsluiten,to exclude/descartar  (não descarto de fazer isso),*,
uitsluitend,exclusivamente,,
uitstel,postponement,,
uitstellen,postpone,**,
uitstappen,to get out,,
uitstoten,expelir,,
uitvaart,funeral,*,
uitvinden ,inventar,,
uitvoer,"export,output",,
uitvoeren,"perform,execute, to carry out",***,
uitzien,look (zien = see),,
uitzonderlijk,"excepcional, peculiar",**,
vaardigheid,skill,,
vakken,subject,,
vandaan,from/de,,
vandaar,então,,
vaststellen,"determinar,estabelecer,assinar,",*,
vatten,"to grasp, to catch, to seize, to grab",,
vechten,lutar,,
veldslag,batalha,,
verbazen (verbaast),"surprise, amaze (surprized)",,
verbanden,connections/relação,,
verbergen,"hide,cover up, cover, mask",,
verbolgen,indignado,,
verbuigen,"to bend, to decline, to inflect",,
verdacht,suspeito,,
verdedigen,defender,**,
verdediging,defensa (justiça),,
verdelen,dividir,***,
verdinen,deserve/merecer,,
verdienste (de) ,mérito,,
verdoen,desperdiçar,,
verdoven,"numb, anesthesiate",,
verdrukking ,opressão ,,
vergiffenis,perdão/forgiveness,,
vergissing (per),"mistake (by), error, oversight ",*,
vergoeding,"compensation,reimbursement,allowance",*,
verklaren ,declarar,,
verklappen,revelar/give away,,
verlangen,"desejar,aspiar",,
verlegenheid,timidez,,
verlener,provider/assistência,,zorgverlener = assistência médica
vergelijkbaar,comparavel,,
vergelding,"retaliação,retribuição,recompensa",,
vergelijken,"comparar, paralelo",*,
vergunning,permissão ,,toestaan = allow
verheffen,"exaltar,elevar,levantar/elevate,raise,lift",,
verhoor,"interrogatório, audição",,
verleiding,"tentação, sedução",,
verlustig,delightful,,
verminking,mutilation,,
vermisten,pessoa desaparecida,,
vermijden,evitar/avoid,**,
vermoeden,"suspeitar,supor/to suspect of",* ,
vermoeiend,cansativo/tiring,* ,
vermoedelijk,"provavelmente,presumivelmente",*,
vermoeden,"supor,presumir",*,
vermogen ,"assets,capital,power, ability ",,
vernederen,humiliar,,
vernederend,humiliante,,
vernielen,destruir,,
vernietigen,"destruir,aniquilar,demolir",,
vernedering,humiliation,*,
vernietigen,"destruir,aniquilar",**,
verantwoordelijkheid,responsabilidade,,
verontrustend,"perturbador,alarmante",*,
verontwaardiging,"indignação,ultraje",,
veroorzaken,"causar,provocar,induzir/to cause",**,
veroveren,conquistar,**,
verovering,conquista ,,
verrast,surpreso,,
verrekt (adj),damn,*,
verrichten,"to perform, to execute",,
verschijnen,"to appear, show up, come out/ aparencer",**,
verschrikkelijk,"terrível, horrível",,
verslaan,to defeat,,
verslag,relato/report,,
versnippering ,fragmentação ,,
verspreid,to spread,,
verstandig,"sábio, prudente",,
verstoorten,to disturb,,
verstrooien,scatter/dispersar,,
vertegenwoordigen,representar,***,
vertraging,delay,,
vervangen,to replace,*,
vervoer,transporte,,
vervolgens,depois disso,,
vervuiling,poluição,,
verwachten,"esperar,ter esperança em",,
verwarrend,confusing,,
verwittigen,"notificar,avisar,advertir",**,
verwoest (verwoesten),devastado (destruir/devastar),*,
verzamelen,"collect,gather,assemble/juntar,montar",,
verzet,"opposition,resistance",**,
verzinnen,inventar,*,
verzoening,reconciliação,,
verzuimen,"neglegenciar,perder,omitir",*,
verzuipen,afogar-se/to drown,,
vestigen,to settle,,
vijand,inimigo,,
vieren,celebrar,,
vlakbij,nearby / por perto,,
vloeistof,liquido,,
voeren,"manter, carregar/ carry,bear",,
voertuig,veículo,,
voldoende,"satisfatório,suficiente",,
volmacht,"procuração,proxy",,
voogd,guardião,,
voordoen (zich),ocorrer,,
voorhanden,disponível/available,,
voorkeur,preferência/escolha,,
voorkomen,to prevent,*,
voorlopig,"temporariamente, até o momento",*,
voorkomen,"evitar,previnir",*,
voormalig,former/anterior,,
vooroordeel (het),preconceito,,
voorraad,estoque,,
voorrang,prioridade ,*,
voorspelbaar (onvoorspelbaar),previsível (imprevisível),,
voorspellen,"predict,forecast",*,
voorsprong,lead/head start/começar na frente,*,
voorstel ,"proposta, sugestão",,
voorstellen,"propor, sugerir, APRESENTAR (introduce)",**,
voorstelling,"apresentação (teatro,circo,musica)/performance",,
voorwaarde,condition,,
voorwerpen ,objetos ,*,
voorwaarde (de),condição,****,
voorzichtig,"carfully,gently/com cuidado",,
voorzitter,"chairmain,president",,
vreedezame,pacífico,,
vreemde,"extrangeiro,estranho/forign,strange,alien,odd,weird",*,
vreselijk,"horrível,terrível/awful",,
vrijen,fazer amor,,
vroom,piedoso,,
vroomheid,piedade,,
waanzin,"madness,frenzy",,
waas,confusão/haze,,
waard,worth,,
waardig,valioso/worthy,*,
waarheid,verdade,,
waarschijnlijk,provavelmente,,
waarschijnlijk,provavelmente,**,
waarschuwen,warn/avisar,,
wankel,"trêmulo/wobbly,shaky,unstable",,
wanhopen,desespero,,
we nemen het zeker voor het onzeker,tomamos o certo pelo incerto,,
weeshuis,orfanato,,
weigeren,"recusar/refuse,decline,deny",****,
wedstrijd,contest/match/game,,
wel ,"bem,mesmo/surelly",,
wel degelijk,indeed (= inderdaad),,
wellicht,perhaps,,
welvaart,bem-estar,,
werfzone,construction zone (site),,
wees (de),orfam,,
wees (imperativo),seja/fique (imperativo de zijn),,
wezen (het),seres/beings  |  essencia,,
wezen (v),zijn,,
wetgeving,legislação,,
wiegen,berço,,
